SEQ_001756|label=1	SEQ_001756|label=1
SEQ_001757|label=0	SEQ_001757|label=0
SEQ_001758|label=1	SEQ_001758|label=1
SEQ_001759|label=0	SEQ_001759|label=0
SEQ_001760|label=0	SEQ_001760|label=0
SEQ_001761|label=1	SEQ_001761|label=1
SEQ_001762|label=1	SEQ_001762|label=1
SEQ_001763|label=0	SEQ_001763|label=0
SEQ_001764|label=0	SEQ_001764|label=0
SEQ_001765|label=0	SEQ_001765|label=0
SEQ_001766|label=1	SEQ_001766|label=1
SEQ_001767|label=1	SEQ_001767|label=1
SEQ_001768|label=0	SEQ_001768|label=0
SEQ_001769|label=0	SEQ_001769|label=0
SEQ_001770|label=1	SEQ_001770|label=1
SEQ_001771|label=0	SEQ_001771|label=0
SEQ_001772|label=1	SEQ_001772|label=1
SEQ_001773|label=1	SEQ_001773|label=1
SEQ_001774|label=0	SEQ_001774|label=0
SEQ_001775|label=0	SEQ_001775|label=0
SEQ_001776|label=1	SEQ_001776|label=1
SEQ_001777|label=0	SEQ_001777|label=0
SEQ_001778|label=0	SEQ_001778|label=0
SEQ_001779|label=1	SEQ_001779|label=1
SEQ_001780|label=0	SEQ_001780|label=0
SEQ_001781|label=0	SEQ_001781|label=0
SEQ_001782|label=0	SEQ_001782|label=0
SEQ_001783|label=0	SEQ_001783|label=0
SEQ_001784|label=1	SEQ_001784|label=1
SEQ_001785|label=1	SEQ_001785|label=1
SEQ_001786|label=0	SEQ_001786|label=0
SEQ_001787|label=1	SEQ_001787|label=1
SEQ_001788|label=0	SEQ_001788|label=0
SEQ_001789|label=1	SEQ_001789|label=1
SEQ_001790|label=1	SEQ_001790|label=1
SEQ_001791|label=1	SEQ_001791|label=1
SEQ_001792|label=1	SEQ_001792|label=1
SEQ_001793|label=1	SEQ_001793|label=1
SEQ_001794|label=1	SEQ_001794|label=1
SEQ_001795|label=0	SEQ_001795|label=0
SEQ_001796|label=0	SEQ_001796|label=0
SEQ_001797|label=1	SEQ_001797|label=1
SEQ_001798|label=0	SEQ_001798|label=0
SEQ_001799|label=1	SEQ_001799|label=1
SEQ_001800|label=0	SEQ_001800|label=0
SEQ_002401|label=1	SEQ_002401|label=1
SEQ_002402|label=1	SEQ_002402|label=1
SEQ_002403|label=0	SEQ_002403|label=0
SEQ_002404|label=0	SEQ_002404|label=0
SEQ_002405|label=0	SEQ_002405|label=0
SEQ_002406|label=1	SEQ_002406|label=1
SEQ_002407|label=1	SEQ_002407|label=1
SEQ_002408|label=0	SEQ_002408|label=0
SEQ_002409|label=0	SEQ_002409|label=0
SEQ_002410|label=0	SEQ_002410|label=0
SEQ_002411|label=1	SEQ_002411|label=1
SEQ_002412|label=1	SEQ_002412|label=1
SEQ_002413|label=1	SEQ_002413|label=1
SEQ_002414|label=0	SEQ_002414|label=0
SEQ_002415|label=0	SEQ_002415|label=0
SEQ_002416|label=0	SEQ_002416|label=0
SEQ_002417|label=1	SEQ_002417|label=1
SEQ_002418|label=0	SEQ_002418|label=0
SEQ_002419|label=0	SEQ_002419|label=0
SEQ_002420|label=0	SEQ_002420|label=0
SEQ_002421|label=1	SEQ_002421|label=1
SEQ_002422|label=1	SEQ_002422|label=1
SEQ_002423|label=1	SEQ_002423|label=1
SEQ_002424|label=0	SEQ_002424|label=0
SEQ_002425|label=1	SEQ_002425|label=1
SEQ_002426|label=1	SEQ_002426|label=1
SEQ_002427|label=0	SEQ_002427|label=0
SEQ_002428|label=1	SEQ_002428|label=1
SEQ_002429|label=0	SEQ_002429|label=0
SEQ_002430|label=0	SEQ_002430|label=0
SEQ_002431|label=0	SEQ_002431|label=0
SEQ_002432|label=0	SEQ_002432|label=0
SEQ_002433|label=1	SEQ_002433|label=1
SEQ_002434|label=1	SEQ_002434|label=1
SEQ_002435|label=0	SEQ_002435|label=0
SEQ_002436|label=0	SEQ_002436|label=0
SEQ_002437|label=1	SEQ_002437|label=1
SEQ_002438|label=1	SEQ_002438|label=1
SEQ_002439|label=1	SEQ_002439|label=1
SEQ_002440|label=0	SEQ_002440|label=0
SEQ_002441|label=0	SEQ_002441|label=0
SEQ_002442|label=0	SEQ_002442|label=0
SEQ_002443|label=1	SEQ_002443|label=1
SEQ_002444|label=1	SEQ_002444|label=1
SEQ_002445|label=0	SEQ_002445|label=0
SEQ_002446|label=1	SEQ_002446|label=1
SEQ_002447|label=0	SEQ_002447|label=0
SEQ_002448|label=1	SEQ_002448|label=1
SEQ_002449|label=0	SEQ_002449|label=0
SEQ_002450|label=0	SEQ_002450|label=0
SEQ_002451|label=0	SEQ_002451|label=0
SEQ_002452|label=1	SEQ_002452|label=1
SEQ_002453|label=1	SEQ_002453|label=1
SEQ_002454|label=0	SEQ_002454|label=0
SEQ_002455|label=1	SEQ_002455|label=1
SEQ_002456|label=1	SEQ_002456|label=1
SEQ_002457|label=1	SEQ_002457|label=1
SEQ_002458|label=0	SEQ_002458|label=0
SEQ_002459|label=1	SEQ_002459|label=1
SEQ_002460|label=0	SEQ_002460|label=0
SEQ_002461|label=1	SEQ_002461|label=1
SEQ_002462|label=0	SEQ_002462|label=0
SEQ_002463|label=0	SEQ_002463|label=0
SEQ_002464|label=0	SEQ_002464|label=0
SEQ_002465|label=1	SEQ_002465|label=1
SEQ_002466|label=1	SEQ_002466|label=1
SEQ_002467|label=1	SEQ_002467|label=1
SEQ_002468|label=1	SEQ_002468|label=1
SEQ_002469|label=1	SEQ_002469|label=1
SEQ_002470|label=0	SEQ_002470|label=0
SEQ_002471|label=1	SEQ_002471|label=1
SEQ_002472|label=0	SEQ_002472|label=0
SEQ_002473|label=0	SEQ_002473|label=0
SEQ_002474|label=1	SEQ_002474|label=1
SEQ_002475|label=0	SEQ_002475|label=0
SEQ_002476|label=0	SEQ_002476|label=0
SEQ_002477|label=0	SEQ_002477|label=0
SEQ_002478|label=1	SEQ_002478|label=1
SEQ_002479|label=1	SEQ_002479|label=1
SEQ_002480|label=1	SEQ_002480|label=1
SEQ_002481|label=0	SEQ_002481|label=0
SEQ_002482|label=0	SEQ_002482|label=0
SEQ_002483|label=0	SEQ_002483|label=0
SEQ_002484|label=0	SEQ_002484|label=0
SEQ_002485|label=1	SEQ_002485|label=1
SEQ_002486|label=0	SEQ_002486|label=0
SEQ_002487|label=0	SEQ_002487|label=0
SEQ_002488|label=0	SEQ_002488|label=0
SEQ_002489|label=0	SEQ_002489|label=0
SEQ_002490|label=1	SEQ_002490|label=1
SEQ_002491|label=0	SEQ_002491|label=0
SEQ_002492|label=0	SEQ_002492|label=0
SEQ_002493|label=0	SEQ_002493|label=0
SEQ_002494|label=0	SEQ_002494|label=0
SEQ_002495|label=1	SEQ_002495|label=1
SEQ_002496|label=0	SEQ_002496|label=0
SEQ_002497|label=1	SEQ_002497|label=1
SEQ_002498|label=0	SEQ_002498|label=0
SEQ_002499|label=0	SEQ_002499|label=0
SEQ_002500|label=1	SEQ_002500|label=1
SEQ_003201|label=0	SEQ_003201|label=0
SEQ_003202|label=1	SEQ_003202|label=1
SEQ_003203|label=0	SEQ_003203|label=0
SEQ_003204|label=0	SEQ_003204|label=0
SEQ_003205|label=0	SEQ_003205|label=0
SEQ_003206|label=1	SEQ_003206|label=1
SEQ_003207|label=1	SEQ_003207|label=1
SEQ_003208|label=0	SEQ_003208|label=0
SEQ_003209|label=1	SEQ_003209|label=1
SEQ_003210|label=1	SEQ_003210|label=1
SEQ_003211|label=1	SEQ_003211|label=1
SEQ_003212|label=1	SEQ_003212|label=1
SEQ_003213|label=1	SEQ_003213|label=1
SEQ_003214|label=0	SEQ_003214|label=0
SEQ_003215|label=0	SEQ_003215|label=0
SEQ_003216|label=1	SEQ_003216|label=1
SEQ_003217|label=0	SEQ_003217|label=0
SEQ_003218|label=0	SEQ_003218|label=0
SEQ_003219|label=0	SEQ_003219|label=0
SEQ_003220|label=1	SEQ_003220|label=1
SEQ_003221|label=0	SEQ_003221|label=0
SEQ_003222|label=0	SEQ_003222|label=0
SEQ_003223|label=0	SEQ_003223|label=0
SEQ_003224|label=1	SEQ_003224|label=1
SEQ_003225|label=0	SEQ_003225|label=0
SEQ_003226|label=0	SEQ_003226|label=0
SEQ_003227|label=1	SEQ_003227|label=1
SEQ_003228|label=0	SEQ_003228|label=0
SEQ_003229|label=1	SEQ_003229|label=1
SEQ_003230|label=0	SEQ_003230|label=0
SEQ_003231|label=0	SEQ_003231|label=0
SEQ_003232|label=0	SEQ_003232|label=0
SEQ_003233|label=1	SEQ_003233|label=1
SEQ_003234|label=1	SEQ_003234|label=1
SEQ_003235|label=0	SEQ_003235|label=0
SEQ_003236|label=0	SEQ_003236|label=0
SEQ_003237|label=0	SEQ_003237|label=0
SEQ_003238|label=1	SEQ_003238|label=1
SEQ_003239|label=0	SEQ_003239|label=0
SEQ_003240|label=1	SEQ_003240|label=1
SEQ_003241|label=0	SEQ_003241|label=0
SEQ_003242|label=1	SEQ_003242|label=1
SEQ_003243|label=0	SEQ_003243|label=0
SEQ_003244|label=0	SEQ_003244|label=0
SEQ_003245|label=0	SEQ_003245|label=0
SEQ_003246|label=0	SEQ_003246|label=0
SEQ_003247|label=1	SEQ_003247|label=1
SEQ_003248|label=1	SEQ_003248|label=1
SEQ_003249|label=0	SEQ_003249|label=0
SEQ_003250|label=1	SEQ_003250|label=1
SEQ_003251|label=0	SEQ_003251|label=0
SEQ_003252|label=1	SEQ_003252|label=1
SEQ_003253|label=1	SEQ_003253|label=1
SEQ_003254|label=0	SEQ_003254|label=0
SEQ_003255|label=0	SEQ_003255|label=0
SEQ_003256|label=0	SEQ_003256|label=0
SEQ_003257|label=0	SEQ_003257|label=0
SEQ_003258|label=0	SEQ_003258|label=0
SEQ_003259|label=0	SEQ_003259|label=0
SEQ_003260|label=1	SEQ_003260|label=1
SEQ_003261|label=1	SEQ_003261|label=1
SEQ_003262|label=0	SEQ_003262|label=0
SEQ_003263|label=0	SEQ_003263|label=0
SEQ_003264|label=1	SEQ_003264|label=1
SEQ_003265|label=0	SEQ_003265|label=0
SEQ_003266|label=0	SEQ_003266|label=0
SEQ_003267|label=0	SEQ_003267|label=0
SEQ_003268|label=0	SEQ_003268|label=0
SEQ_003269|label=1	SEQ_003269|label=1
SEQ_003270|label=0	SEQ_003270|label=0
SEQ_003271|label=0	SEQ_003271|label=0
SEQ_003272|label=1	SEQ_003272|label=1
SEQ_003273|label=0	SEQ_003273|label=0
SEQ_003274|label=0	SEQ_003274|label=0
SEQ_003275|label=1	SEQ_003275|label=1
SEQ_003276|label=0	SEQ_003276|label=0
SEQ_003277|label=1	SEQ_003277|label=1
SEQ_003278|label=0	SEQ_003278|label=0
SEQ_003279|label=0	SEQ_003279|label=0
SEQ_003280|label=1	SEQ_003280|label=1
SEQ_003281|label=1	SEQ_003281|label=1
SEQ_003282|label=0	SEQ_003282|label=0
SEQ_003283|label=1	SEQ_003283|label=1
SEQ_003284|label=0	SEQ_003284|label=0
SEQ_003285|label=0	SEQ_003285|label=0
SEQ_003286|label=0	SEQ_003286|label=0
SEQ_003287|label=0	SEQ_003287|label=0
SEQ_003288|label=0	SEQ_003288|label=0
SEQ_003289|label=1	SEQ_003289|label=1
SEQ_003290|label=0	SEQ_003290|label=0
SEQ_003291|label=0	SEQ_003291|label=0
SEQ_003292|label=1	SEQ_003292|label=1
SEQ_003293|label=1	SEQ_003293|label=1
SEQ_003294|label=1	SEQ_003294|label=1
SEQ_003295|label=0	SEQ_003295|label=0
SEQ_003296|label=1	SEQ_003296|label=1
SEQ_003297|label=0	SEQ_003297|label=0
SEQ_003298|label=0	SEQ_003298|label=0
SEQ_003299|label=1	SEQ_003299|label=1
SEQ_003300|label=0	SEQ_003300|label=0
SEQ_004101|label=1	SEQ_004101|label=1
SEQ_004102|label=1	SEQ_004102|label=1
SEQ_004103|label=0	SEQ_004103|label=0
SEQ_004104|label=0	SEQ_004104|label=0
SEQ_004105|label=1	SEQ_004105|label=1
SEQ_004106|label=0	SEQ_004106|label=0
SEQ_004107|label=1	SEQ_004107|label=1
SEQ_004108|label=1	SEQ_004108|label=1
SEQ_004109|label=1	SEQ_004109|label=1
SEQ_004110|label=0	SEQ_004110|label=0
SEQ_004111|label=1	SEQ_004111|label=1
SEQ_004112|label=0	SEQ_004112|label=0
SEQ_004113|label=1	SEQ_004113|label=1
SEQ_004114|label=1	SEQ_004114|label=1
SEQ_004115|label=0	SEQ_004115|label=0
SEQ_004116|label=0	SEQ_004116|label=0
SEQ_004117|label=0	SEQ_004117|label=0
SEQ_004118|label=0	SEQ_004118|label=0
SEQ_004119|label=1	SEQ_004119|label=1
SEQ_004120|label=0	SEQ_004120|label=0
SEQ_004121|label=1	SEQ_004121|label=1
SEQ_004122|label=1	SEQ_004122|label=1
SEQ_004123|label=1	SEQ_004123|label=1
SEQ_004124|label=0	SEQ_004124|label=0
SEQ_004125|label=1	SEQ_004125|label=1
SEQ_004126|label=1	SEQ_004126|label=1
SEQ_004127|label=0	SEQ_004127|label=0
SEQ_004128|label=0	SEQ_004128|label=0
SEQ_004129|label=0	SEQ_004129|label=0
SEQ_004130|label=1	SEQ_004130|label=1
SEQ_004131|label=0	SEQ_004131|label=0
SEQ_004132|label=0	SEQ_004132|label=0
SEQ_004133|label=1	SEQ_004133|label=1
SEQ_004134|label=0	SEQ_004134|label=0
SEQ_004135|label=0	SEQ_004135|label=0
SEQ_004136|label=0	SEQ_004136|label=0
SEQ_004137|label=1	SEQ_004137|label=1
SEQ_004138|label=1	SEQ_004138|label=1
SEQ_004139|label=1	SEQ_004139|label=1
SEQ_004140|label=0	SEQ_004140|label=0
SEQ_004141|label=1	SEQ_004141|label=1
SEQ_004142|label=0	SEQ_004142|label=0
SEQ_004143|label=1	SEQ_004143|label=1
SEQ_004144|label=0	SEQ_004144|label=0
SEQ_004145|label=0	SEQ_004145|label=0
SEQ_004146|label=1	SEQ_004146|label=1
SEQ_004147|label=0	SEQ_004147|label=0
SEQ_004148|label=1	SEQ_004148|label=1
SEQ_004149|label=0	SEQ_004149|label=0
SEQ_004150|label=1	SEQ_004150|label=1
SEQ_004151|label=1	SEQ_004151|label=1
SEQ_004152|label=1	SEQ_004152|label=1
SEQ_004153|label=1	SEQ_004153|label=1
SEQ_004154|label=0	SEQ_004154|label=0
SEQ_004155|label=0	SEQ_004155|label=0
SEQ_004156|label=1	SEQ_004156|label=1
SEQ_004157|label=1	SEQ_004157|label=1
SEQ_004158|label=1	SEQ_004158|label=1
SEQ_004159|label=1	SEQ_004159|label=1
SEQ_004160|label=0	SEQ_004160|label=0
SEQ_004161|label=0	SEQ_004161|label=0
SEQ_004162|label=0	SEQ_004162|label=0
SEQ_004163|label=1	SEQ_004163|label=1
SEQ_004164|label=1	SEQ_004164|label=1
SEQ_004165|label=0	SEQ_004165|label=0
SEQ_004166|label=1	SEQ_004166|label=1
SEQ_004167|label=1	SEQ_004167|label=1
SEQ_004168|label=1	SEQ_004168|label=1
SEQ_004169|label=1	SEQ_004169|label=1
SEQ_004170|label=0	SEQ_004170|label=0
SEQ_004171|label=1	SEQ_004171|label=1
SEQ_004172|label=1	SEQ_004172|label=1
SEQ_004173|label=0	SEQ_004173|label=0
SEQ_004174|label=1	SEQ_004174|label=1
SEQ_004175|label=1	SEQ_004175|label=1
SEQ_004176|label=1	SEQ_004176|label=1
SEQ_004177|label=1	SEQ_004177|label=1
SEQ_004178|label=1	SEQ_004178|label=1
SEQ_004179|label=1	SEQ_004179|label=1
SEQ_004180|label=0	SEQ_004180|label=0
SEQ_004181|label=1	SEQ_004181|label=1
SEQ_004182|label=0	SEQ_004182|label=0
SEQ_004183|label=1	SEQ_004183|label=1
SEQ_004184|label=0	SEQ_004184|label=0
SEQ_004185|label=1	SEQ_004185|label=1
SEQ_004186|label=1	SEQ_004186|label=1
SEQ_004187|label=0	SEQ_004187|label=0
SEQ_004188|label=1	SEQ_004188|label=1
SEQ_004189|label=0	SEQ_004189|label=0
SEQ_004190|label=0	SEQ_004190|label=0
SEQ_004191|label=0	SEQ_004191|label=0
SEQ_004192|label=1	SEQ_004192|label=1
SEQ_004193|label=1	SEQ_004193|label=1
SEQ_004194|label=0	SEQ_004194|label=0
SEQ_004195|label=0	SEQ_004195|label=0
SEQ_004196|label=0	SEQ_004196|label=0
SEQ_004197|label=0	SEQ_004197|label=0
SEQ_004198|label=0	SEQ_004198|label=0
SEQ_004199|label=1	SEQ_004199|label=1
SEQ_004200|label=1	SEQ_004200|label=1
SEQ_004601|label=0	SEQ_004601|label=0
SEQ_004602|label=1	SEQ_004602|label=1
SEQ_004603|label=1	SEQ_004603|label=1
SEQ_004604|label=0	SEQ_004604|label=0
SEQ_004605|label=0	SEQ_004605|label=0
SEQ_004606|label=1	SEQ_004606|label=1
SEQ_004607|label=0	SEQ_004607|label=0
SEQ_004608|label=0	SEQ_004608|label=0
SEQ_004609|label=1	SEQ_004609|label=1
SEQ_004610|label=0	SEQ_004610|label=0
SEQ_004611|label=0	SEQ_004611|label=0
SEQ_004612|label=1	SEQ_004612|label=1
SEQ_004613|label=0	SEQ_004613|label=0
SEQ_004614|label=0	SEQ_004614|label=0
SEQ_004615|label=1	SEQ_004615|label=1
SEQ_004616|label=0	SEQ_004616|label=0
SEQ_004617|label=1	SEQ_004617|label=1
SEQ_004618|label=0	SEQ_004618|label=0
SEQ_004619|label=1	SEQ_004619|label=1
SEQ_004620|label=1	SEQ_004620|label=1
SEQ_004621|label=1	SEQ_004621|label=1
SEQ_004622|label=0	SEQ_004622|label=0
SEQ_004623|label=1	SEQ_004623|label=1
SEQ_004624|label=1	SEQ_004624|label=1
SEQ_004625|label=1	SEQ_004625|label=1
SEQ_004626|label=0	SEQ_004626|label=0
SEQ_004627|label=1	SEQ_004627|label=1
SEQ_004628|label=0	SEQ_004628|label=0
SEQ_004629|label=0	SEQ_004629|label=0
SEQ_004630|label=0	SEQ_004630|label=0
SEQ_004631|label=1	SEQ_004631|label=1
SEQ_004632|label=0	SEQ_004632|label=0
SEQ_004633|label=0	SEQ_004633|label=0
SEQ_004634|label=0	SEQ_004634|label=0
SEQ_004635|label=0	SEQ_004635|label=0
SEQ_004636|label=0	SEQ_004636|label=0
SEQ_004637|label=0	SEQ_004637|label=0
SEQ_004638|label=1	SEQ_004638|label=1
SEQ_004639|label=0	SEQ_004639|label=0
SEQ_004640|label=0	SEQ_004640|label=0
SEQ_004641|label=0	SEQ_004641|label=0
SEQ_004642|label=1	SEQ_004642|label=1
SEQ_004643|label=1	SEQ_004643|label=1
SEQ_004644|label=0	SEQ_004644|label=0
SEQ_004645|label=0	SEQ_004645|label=0
SEQ_004646|label=0	SEQ_004646|label=0
SEQ_004647|label=0	SEQ_004647|label=0
SEQ_004648|label=0	SEQ_004648|label=0
SEQ_004649|label=0	SEQ_004649|label=0
SEQ_004650|label=0	SEQ_004650|label=0
SEQ_004651|label=1	SEQ_004651|label=1
SEQ_004652|label=0	SEQ_004652|label=0
SEQ_004653|label=0	SEQ_004653|label=0
SEQ_004654|label=0	SEQ_004654|label=0
SEQ_004655|label=1	SEQ_004655|label=1
SEQ_004656|label=1	SEQ_004656|label=1
SEQ_004657|label=0	SEQ_004657|label=0
SEQ_004658|label=1	SEQ_004658|label=1
SEQ_004659|label=0	SEQ_004659|label=0
SEQ_004660|label=0	SEQ_004660|label=0
SEQ_004661|label=0	SEQ_004661|label=0
SEQ_004662|label=0	SEQ_004662|label=0
SEQ_004663|label=1	SEQ_004663|label=1
SEQ_004664|label=1	SEQ_004664|label=1
SEQ_004665|label=1	SEQ_004665|label=1
SEQ_004666|label=1	SEQ_004666|label=1
SEQ_004667|label=0	SEQ_004667|label=0
SEQ_004668|label=0	SEQ_004668|label=0
SEQ_004669|label=1	SEQ_004669|label=1
SEQ_004670|label=0	SEQ_004670|label=0
SEQ_004671|label=1	SEQ_004671|label=1
SEQ_004672|label=1	SEQ_004672|label=1
SEQ_004673|label=1	SEQ_004673|label=1
SEQ_004674|label=0	SEQ_004674|label=0
SEQ_004675|label=0	SEQ_004675|label=0
SEQ_004676|label=1	SEQ_004676|label=1
SEQ_004677|label=1	SEQ_004677|label=1
SEQ_004678|label=0	SEQ_004678|label=0
SEQ_004679|label=1	SEQ_004679|label=1
SEQ_004680|label=1	SEQ_004680|label=1
SEQ_004681|label=0	SEQ_004681|label=0
SEQ_004682|label=1	SEQ_004682|label=1
SEQ_004683|label=1	SEQ_004683|label=1
